DateTime,Junction,Vehicles,ID,Weather Conditions,Wind Speed (m/s),Wind Direction (°),Road Conditions
2015-11-03 09:00:00,1,29,20151103091,Windy,2.211354332783702,159,Dry
2015-11-03 10:00:00,1,33,20151103101,Foggy,7.838737240969797,89,Wet
2015-11-03 11:00:00,1,32,20151103111,Snowy,14.044953731164098,316,Snowy/Icy
2015-11-03 12:00:00,1,32,20151103121,Sunny,2.544201793473825,12,Dry
2015-11-03 13:00:00,1,29,20151103131,Windy,2.4530007233554416,127,Dry
2015-11-03 14:00:00,1,27,20151103141,Foggy,11.386574892266273,14,Wet
2015-11-03 15:00:00,1,26,20151103151,Rainy,9.056419640252416,16,Wet
2015-11-03 16:00:00,1,28,20151103161,Sunny,13.460025260104471,252,Dry
2015-11-03 17:00:00,1,26,20151103171,Windy,14.063990381182046,193,Dry
2015-11-03 18:00:00,1,25,20151103181,Snowy,14.182451204577006,160,Snowy/Icy
2015-11-03 19:00:00,1,29,20151103191,Windy,13.146276281771216,157,Dry
2015-11-03 20:00:00,1,26,20151103201,Cloudy,10.469874993674642,319,Dry
2015-11-03 21:00:00,1,24,20151103211,Rainy,9.77035395816185,257,Wet
2015-11-03 22:00:00,1,25,20151103221,Snowy,9.641590867713097,123,Snowy/Icy
2015-11-03 23:00:00,1,20,20151103231,Cloudy,7.746451858251328,341,Dry
2015-11-04 00:00:00,1,18,20151104001,Windy,11.076903492050072,243,Dry
2015-11-04 01:00:00,1,18,20151104011,Snowy,8.490971753767836,86,Snowy/Icy
2015-11-04 02:00:00,1,13,20151104021,Sunny,4.829772041614928,150,Dry
2015-11-04 03:00:00,1,13,20151104031,Snowy,6.513696095906165,77,Snowy/Icy
2015-11-04 04:00:00,1,10,20151104041,Foggy,11.430667600680955,129,Wet
2015-11-04 05:00:00,1,12,20151104051,Sunny,12.947803133352195,136,Dry
2015-11-04 06:00:00,1,13,20151104061,Rainy,7.120675528557976,2,Wet
2015-11-04 07:00:00,1,11,20151104071,Cloudy,1.9161419168307243,96,Dry
2015-11-04 08:00:00,1,13,20151104081,Snowy,1.363954297975315,268,Snowy/Icy
2015-11-04 09:00:00,1,22,20151104091,Rainy,8.370795804557183,153,Wet
2015-11-04 10:00:00,1,26,20151104101,Snowy,7.085847897437026,204,Snowy/Icy
2015-11-04 11:00:00,1,27,20151104111,Sunny,14.889959013413796,214,Dry
2015-11-04 12:00:00,1,31,20151104121,Cloudy,4.446870181570828,217,Dry
2015-11-04 13:00:00,1,24,20151104131,Foggy,0.0027697115501584,3,Wet
2015-11-04 14:00:00,1,23,20151104141,Windy,12.763151803529189,185,Dry
2015-11-04 15:00:00,1,26,20151104151,Foggy,12.659602107730649,206,Wet
2015-11-04 16:00:00,1,26,20151104161,Snowy,9.908334816312044,178,Snowy/Icy
2015-11-04 17:00:00,1,24,20151104171,Foggy,11.7299646385331,326,Wet
2015-11-04 18:00:00,1,23,20151104181,Snowy,10.532245839902302,150,Snowy/Icy
2015-11-04 19:00:00,1,25,20151104191,Sunny,11.276927423852928,76,Dry
2015-11-04 20:00:00,1,26,20151104201,Cloudy,1.2594761765898284,3,Dry
2015-11-04 21:00:00,1,24,20151104211,Foggy,8.650621608548294,164,Wet
2015-11-04 22:00:00,1,26,20151104221,Rainy,11.52308349303376,179,Wet
2015-11-04 23:00:00,1,24,20151104231,Rainy,1.7182678095543302,48,Wet
2015-11-05 00:00:00,1,19,20151105001,Rainy,5.186862823962766,70,Wet
2015-11-05 01:00:00,1,20,20151105011,Rainy,0.8998384119365177,307,Wet
2015-11-05 02:00:00,1,18,20151105021,Rainy,13.58737385901885,286,Wet
2015-11-05 03:00:00,1,13,20151105031,Cloudy,0.2763975630510262,147,Dry
2015-11-05 04:00:00,1,13,20151105041,Rainy,2.726650202021052,265,Wet
2015-11-05 05:00:00,1,9,20151105051,Foggy,6.0435790571945,172,Wet
2015-11-05 06:00:00,1,12,20151105061,Windy,1.581697746495862,165,Dry
2015-11-05 07:00:00,1,12,20151105071,Snowy,3.291976436002334,118,Snowy/Icy
2015-11-05 08:00:00,1,15,20151105081,Windy,12.335798770873708,273,Dry
2015-11-05 09:00:00,1,16,20151105091,Cloudy,1.2492171966530603,330,Dry
2015-11-05 10:00:00,1,23,20151105101,Rainy,14.203400223340717,36,Wet
2015-11-05 11:00:00,1,24,20151105111,Windy,10.459053674714992,358,Dry
2015-11-05 12:00:00,1,25,20151105121,Snowy,0.811930797994343,150,Snowy/Icy
2015-11-05 13:00:00,1,24,20151105131,Rainy,14.282438925676072,321,Wet
2015-11-05 14:00:00,1,26,20151105141,Foggy,13.890996638326431,105,Wet
2015-11-05 15:00:00,1,22,20151105151,Rainy,3.922428719139673,85,Wet
2015-11-05 16:00:00,1,20,20151105161,Foggy,4.114290473697585,346,Wet
2015-11-05 17:00:00,1,20,20151105171,Sunny,6.749143418202407,284,Dry
2015-11-05 18:00:00,1,22,20151105181,Rainy,12.665692507446876,318,Wet
2015-11-05 19:00:00,1,26,20151105191,Snowy,12.652393543572192,299,Snowy/Icy
2015-11-05 20:00:00,1,22,20151105201,Cloudy,11.278345617011826,189,Dry
2015-11-05 21:00:00,1,21,20151105211,Cloudy,4.753441271163617,345,Dry
2015-11-05 22:00:00,1,21,20151105221,Rainy,10.962303570388498,299,Wet
2015-11-05 23:00:00,1,21,20151105231,Foggy,10.080405626281856,175,Wet
2015-11-06 00:00:00,1,16,20151106001,Cloudy,3.086703853237416,219,Dry
2015-11-06 01:00:00,1,18,20151106011,Windy,3.479711172109229,232,Dry
2015-11-06 02:00:00,1,19,20151106021,Windy,9.468300702956933,345,Dry
2015-11-06 03:00:00,1,14,20151106031,Windy,7.680065886866876,259,Dry
2015-11-06 04:00:00,1,12,20151106041,Snowy,4.7289185350127125,357,Snowy/Icy
2015-11-06 05:00:00,1,13,20151106051,Rainy,6.324240518954334,208,Wet
2015-11-06 06:00:00,1,14,20151106061,Cloudy,5.414154078421265,47,Dry
2015-11-06 07:00:00,1,14,20151106071,Sunny,7.595803520786252,264,Dry
2015-11-06 08:00:00,1,13,20151106081,Foggy,12.63068333714934,255,Wet
2015-11-06 09:00:00,1,20,20151106091,Rainy,2.7335671096108958,154,Wet
2015-11-06 10:00:00,1,22,20151106101,Windy,8.880513995462755,240,Dry
2015-11-06 11:00:00,1,26,20151106111,Sunny,0.5499976958709635,85,Dry
2015-11-06 12:00:00,1,26,20151106121,Cloudy,14.754185434168225,284,Dry
2015-11-06 13:00:00,1,21,20151106131,Rainy,2.3779981326679205,142,Wet
2015-11-06 14:00:00,1,23,20151106141,Rainy,13.645732507622547,330,Wet
2015-11-06 15:00:00,1,23,20151106151,Sunny,13.67624861296432,258,Dry
2015-11-06 16:00:00,1,19,20151106161,Foggy,13.029026787267592,206,Wet
2015-11-06 17:00:00,1,19,20151106171,Cloudy,8.439314430018019,283,Dry
2015-11-06 18:00:00,1,20,20151106181,Sunny,6.282472299914042,98,Dry
2015-11-06 19:00:00,1,24,20151106191,Windy,1.968567238626746,80,Dry
2015-11-06 20:00:00,1,18,20151106201,Rainy,0.9004855978158055,109,Wet
2015-11-06 21:00:00,1,19,20151106211,Foggy,8.043902347421488,160,Wet
2015-11-06 22:00:00,1,16,20151106221,Rainy,2.223019468811668,330,Wet
2015-11-06 23:00:00,1,17,20151106231,Sunny,2.190936493221786,350,Dry
2015-11-07 00:00:00,1,16,20151107001,Snowy,12.207827761934045,334,Snowy/Icy
2015-11-07 01:00:00,1,16,20151107011,Cloudy,10.50444686798475,311,Dry
2015-11-07 02:00:00,1,10,20151107021,Cloudy,5.75152017794471,38,Dry
2015-11-07 03:00:00,1,9,20151107031,Snowy,12.667797641931095,267,Snowy/Icy
2015-11-07 04:00:00,1,8,20151107041,Snowy,1.620053820418047,138,Snowy/Icy
2015-11-07 05:00:00,1,7,20151107051,Windy,2.9382440822921123,185,Dry
2015-11-07 06:00:00,1,9,20151107061,Foggy,14.648856619495634,179,Wet
2015-11-07 07:00:00,1,8,20151107071,Snowy,7.54768742985232,13,Snowy/Icy
2015-11-07 08:00:00,1,12,20151107081,Rainy,2.1207328889602146,124,Wet
2015-11-07 09:00:00,1,13,20151107091,Sunny,10.883987068960232,284,Dry
2015-11-07 10:00:00,1,17,20151107101,Windy,2.9200428424507603,334,Dry
2015-11-07 11:00:00,1,14,20151107111,Cloudy,3.57688601411491,144,Dry
2015-11-07 12:00:00,1,14,20151107121,Windy,3.649602814236712,343,Dry
2015-11-07 13:00:00,1,14,20151107131,Cloudy,9.526095365134124,210,Dry
2015-11-07 14:00:00,1,14,20151107141,Cloudy,2.980206065998541,266,Dry
2015-11-07 15:00:00,1,11,20151107151,Rainy,1.7315218834702533,331,Wet
2015-11-07 16:00:00,1,15,20151107161,Cloudy,1.3445260848653329,118,Dry
2015-11-07 17:00:00,1,13,20151107171,Sunny,7.811713738324185,340,Dry
2015-11-07 18:00:00,1,12,20151107181,Windy,9.185803914398488,272,Dry
2015-11-07 19:00:00,1,17,20151107191,Windy,1.2091828617206857,337,Dry
2015-11-07 20:00:00,1,18,20151107201,Windy,13.544774825704868,257,Dry
2015-11-07 21:00:00,1,17,20151107211,Foggy,8.824081086698266,140,Wet
2015-11-07 22:00:00,1,16,20151107221,Windy,12.922481686348029,214,Dry
2015-11-07 23:00:00,1,15,20151107231,Snowy,4.750709764091883,190,Snowy/Icy
2015-11-08 00:00:00,1,13,20151108001,Windy,12.070145544071744,175,Dry
2015-11-08 01:00:00,1,16,20151108011,Rainy,7.0458769451023135,303,Wet
2015-11-08 02:00:00,1,11,20151108021,Cloudy,12.083170696549988,251,Dry
2015-11-08 03:00:00,1,8,20151108031,Snowy,1.2146834835340958,132,Snowy/Icy
2015-11-08 04:00:00,1,10,20151108041,Foggy,1.2072696179845304,271,Wet
2015-11-08 05:00:00,1,10,20151108051,Sunny,5.772946939118145,16,Dry
2015-11-08 06:00:00,1,10,20151108061,Sunny,13.016323355849613,64,Dry
2015-11-08 07:00:00,1,9,20151108071,Windy,5.759767226281733,255,Dry
2015-11-08 08:00:00,1,11,20151108081,Foggy,2.6423090033284358,27,Wet
2015-11-08 09:00:00,1,12,20151108091,Cloudy,8.750575502602235,266,Dry
2015-11-08 10:00:00,1,18,20151108101,Rainy,12.520165102811696,302,Wet
2015-11-08 11:00:00,1,14,20151108111,Foggy,2.6098536753839188,208,Wet
2015-11-08 12:00:00,1,17,20151108121,Cloudy,13.494012407741296,266,Dry
2015-11-08 13:00:00,1,14,20151108131,Windy,9.40620237136068,108,Dry
2015-11-08 14:00:00,1,14,20151108141,Foggy,14.058479669415568,232,Wet
2015-11-08 15:00:00,1,14,20151108151,Windy,3.231432852634917,111,Dry
2015-11-08 16:00:00,1,12,20151108161,Sunny,12.588457923856332,316,Dry
2015-11-08 17:00:00,1,14,20151108171,Sunny,7.755140842126763,52,Dry
2015-11-08 18:00:00,1,18,20151108181,Snowy,3.608487577331797,149,Snowy/Icy
2015-11-08 19:00:00,1,13,20151108191,Windy,7.510119466356916,341,Dry
2015-11-08 20:00:00,1,16,20151108201,Sunny,0.3596385410423319,138,Dry
2015-11-08 21:00:00,1,18,20151108211,Snowy,1.4060545812619083,163,Snowy/Icy
2015-11-08 22:00:00,1,14,20151108221,Rainy,2.9325705795373915,338,Wet
2015-11-08 23:00:00,1,14,20151108231,Cloudy,11.222030992836348,246,Dry
2015-11-09 00:00:00,1,13,20151109001,Sunny,14.954038887597546,62,Dry
2015-11-09 01:00:00,1,15,20151109011,Rainy,1.9950638335760484,248,Wet
2015-11-09 02:00:00,1,11,20151109021,Snowy,14.687588373321033,147,Snowy/Icy
2015-11-09 03:00:00,1,10,20151109031,Snowy,1.5349393862250964,347,Snowy/Icy
2015-11-09 04:00:00,1,9,20151109041,Sunny,1.8790536366864683,247,Dry
2015-11-09 05:00:00,1,8,20151109051,Cloudy,0.23542509078256,75,Dry
2015-11-09 06:00:00,1,8,20151109061,Snowy,8.946011251202236,141,Snowy/Icy
2015-11-09 07:00:00,1,10,20151109071,Windy,9.394903896027216,359,Dry
2015-11-09 08:00:00,1,11,20151109081,Cloudy,10.74073145681848,32,Dry
2015-11-09 09:00:00,1,17,20151109091,Rainy,10.550212467305595,91,Wet
2015-11-09 10:00:00,1,19,20151109101,Rainy,7.922320346693819,308,Wet
2015-11-09 11:00:00,1,22,20151109111,Cloudy,11.702742136837974,179,Dry
2015-11-09 12:00:00,1,23,20151109121,Windy,3.858045092105038,229,Dry
2015-11-09 13:00:00,1,23,20151109131,Sunny,5.995354160588074,206,Dry
2015-11-09 14:00:00,1,24,20151109141,Sunny,6.282123037853603,31,Dry
2015-11-09 15:00:00,1,24,20151109151,Foggy,6.47954007522276,108,Wet
2015-11-09 16:00:00,1,19,20151109161,Rainy,5.302763745896976,87,Wet
2015-11-09 17:00:00,1,19,20151109171,Foggy,0.7180983456229245,201,Wet
2015-11-09 18:00:00,1,20,20151109181,Rainy,10.376458560339715,260,Wet
2015-11-09 19:00:00,1,31,20151109191,Cloudy,10.792665104187442,249,Dry
2015-11-09 20:00:00,1,25,20151109201,Windy,9.885702059939646,234,Dry
2015-11-09 21:00:00,1,35,20151109211,Rainy,11.04899417634813,328,Wet
2015-11-09 22:00:00,1,21,20151109221,Windy,9.02376120512922,65,Dry
2015-11-09 23:00:00,1,24,20151109231,Cloudy,12.912060174944378,255,Dry
2015-11-10 00:00:00,1,19,20151110001,Cloudy,7.502729511273551,171,Dry
2015-11-10 01:00:00,1,19,20151110011,Cloudy,12.829086553426968,203,Dry
2015-11-10 02:00:00,1,18,20151110021,Sunny,14.807658235718486,344,Dry
2015-11-10 03:00:00,1,17,20151110031,Snowy,0.3510469410458566,292,Snowy/Icy
2015-11-10 04:00:00,1,12,20151110041,Rainy,10.020177582018489,245,Wet
2015-11-10 05:00:00,1,10,20151110051,Sunny,9.98812280240961,68,Dry
2015-11-10 06:00:00,1,14,20151110061,Snowy,6.259306070331227,333,Snowy/Icy
2015-11-10 07:00:00,1,15,20151110071,Rainy,7.02987417339507,194,Wet
2015-11-10 08:00:00,1,14,20151110081,Sunny,11.657210466352437,356,Dry
2015-11-10 09:00:00,1,34,20151110091,Windy,13.349772102534942,187,Dry
2015-11-10 10:00:00,1,40,20151110101,Cloudy,2.372758992547262,235,Dry
2015-11-10 11:00:00,1,38,20151110111,Windy,5.37856564834224,75,Dry
2015-11-10 12:00:00,1,36,20151110121,Sunny,11.256516888101777,340,Dry
2015-11-10 13:00:00,1,27,20151110131,Windy,4.36690176896187,309,Dry
2015-11-10 14:00:00,1,48,20151110141,Windy,13.94024343837123,22,Dry
2015-11-10 15:00:00,1,43,20151110151,Foggy,3.1062491285779146,53,Wet
2015-11-10 16:00:00,1,41,20151110161,Foggy,9.123778324577025,299,Wet
2015-11-10 17:00:00,1,35,20151110171,Snowy,0.2206702548583355,257,Snowy/Icy
2015-11-10 18:00:00,1,40,20151110181,Rainy,13.140566616146096,168,Wet
2015-11-10 19:00:00,1,40,20151110191,Sunny,13.379772423018728,27,Dry
2015-11-10 20:00:00,1,40,20151110201,Foggy,1.121869746343314,226,Wet
2015-11-10 21:00:00,1,36,20151110211,Windy,8.308276839468565,287,Dry
2015-11-10 22:00:00,1,37,20151110221,Cloudy,3.9048039183663263,293,Dry
2015-11-10 23:00:00,1,35,20151110231,Foggy,0.1042983003902442,294,Wet
2015-11-11 00:00:00,1,28,20151111001,Cloudy,7.725408584404102,42,Dry
2015-11-11 01:00:00,1,25,20151111011,Cloudy,11.78436049757588,156,Dry
2015-11-11 02:00:00,1,19,20151111021,Windy,11.480125897970638,172,Dry
2015-11-11 03:00:00,1,21,20151111031,Cloudy,7.372270738920148,202,Dry
2015-11-11 04:00:00,1,20,20151111041,Windy,13.224596723471844,288,Dry
2015-11-11 05:00:00,1,15,20151111051,Windy,12.388491875839428,100,Dry
2015-11-11 06:00:00,1,17,20151111061,Rainy,13.914445673001268,253,Wet
2015-11-11 07:00:00,1,14,20151111071,Snowy,5.805139204202627,134,Snowy/Icy
2015-11-11 08:00:00,1,19,20151111081,Snowy,1.402798984242819,248,Snowy/Icy
2015-11-11 09:00:00,1,22,20151111091,Snowy,0.9700760832226918,2,Snowy/Icy
2015-11-11 10:00:00,1,30,20151111101,Cloudy,13.311470783664404,188,Dry
2015-11-11 11:00:00,1,26,20151111111,Cloudy,3.61076002310664,300,Dry
2015-11-11 12:00:00,1,26,20151111121,Foggy,1.5753914321484008,355,Wet
2015-11-11 13:00:00,1,23,20151111131,Rainy,2.354396480148516,171,Wet
2015-11-11 14:00:00,1,23,20151111141,Cloudy,13.346097928948986,153,Dry
2015-11-11 15:00:00,1,24,20151111151,Sunny,13.446894766350862,312,Dry
2015-11-11 16:00:00,1,22,20151111161,Sunny,4.580930431216328,195,Dry
2015-11-11 17:00:00,1,24,20151111171,Cloudy,8.341590019397056,227,Dry
2015-11-11 18:00:00,1,26,20151111181,Rainy,8.722077440300747,24,Wet
2015-11-11 19:00:00,1,27,20151111191,Snowy,3.222088032659417,278,Snowy/Icy
2015-11-11 20:00:00,1,22,20151111201,Rainy,12.948488830852362,140,Wet
2015-11-11 21:00:00,1,23,20151111211,Snowy,10.824723428240866,4,Snowy/Icy
2015-11-11 22:00:00,1,22,20151111221,Foggy,4.850096260814615,350,Wet
2015-11-11 23:00:00,1,22,20151111231,Sunny,0.4518269751654019,95,Dry
2015-11-12 00:00:00,1,22,20151112001,Snowy,10.023636184910096,222,Snowy/Icy
2015-11-12 01:00:00,1,17,20151112011,Foggy,2.790919388976223,244,Wet
2015-11-12 02:00:00,1,15,20151112021,Foggy,1.1589819655300682,282,Wet
2015-11-12 03:00:00,1,12,20151112031,Cloudy,6.622642990226689,331,Dry
2015-11-12 04:00:00,1,13,20151112041,Sunny,4.336773220648488,68,Dry
2015-11-12 05:00:00,1,9,20151112051,Foggy,7.17863021419474,282,Wet
2015-11-12 06:00:00,1,14,20151112061,Sunny,12.66261410812168,147,Dry
2015-11-12 07:00:00,1,13,20151112071,Sunny,6.827499464144231,354,Dry
2015-11-12 08:00:00,1,15,20151112081,Windy,12.65262283410716,99,Dry
2015-11-12 09:00:00,1,27,20151112091,Rainy,6.751275545903001,312,Wet
2015-11-12 10:00:00,1,39,20151112101,Rainy,8.373264449114407,33,Wet
2015-11-12 11:00:00,1,40,20151112111,Windy,0.7001434461525374,299,Dry
2015-11-12 12:00:00,1,36,20151112121,Foggy,2.037980924532267,228,Wet
2015-11-12 13:00:00,1,34,20151112131,Sunny,7.209788568635412,34,Dry
2015-11-12 14:00:00,1,33,20151112141,Foggy,13.838833363029376,116,Wet
2015-11-12 15:00:00,1,28,20151112151,Rainy,2.3390896443994458,39,Wet
2015-11-12 16:00:00,1,30,20151112161,Foggy,11.272165592939874,64,Wet
2015-11-12 17:00:00,1,26,20151112171,Rainy,5.929650089995495,8,Wet
2015-11-12 18:00:00,1,30,20151112181,Sunny,0.7106880639076352,135,Dry
2015-11-12 19:00:00,1,35,20151112191,Windy,12.474794613261375,98,Dry
2015-11-12 20:00:00,1,38,20151112201,Cloudy,3.721708959495252,46,Dry
2015-11-12 21:00:00,1,34,20151112211,Foggy,5.646681134605937,82,Wet
2015-11-12 22:00:00,1,30,20151112221,Cloudy,2.2775526140064155,155,Dry
2015-11-12 23:00:00,1,27,20151112231,Sunny,5.330734120119379,49,Dry
2015-11-13 00:00:00,1,24,20151113001,Rainy,0.627166708547241,169,Wet
2015-11-13 01:00:00,1,21,20151113011,Foggy,7.139831729861447,41,Wet
2015-11-13 02:00:00,1,16,20151113021,Snowy,0.2062670802343075,268,Snowy/Icy
2015-11-13 03:00:00,1,16,20151113031,Rainy,11.988016457328603,253,Wet
2015-11-13 04:00:00,1,13,20151113041,Windy,11.009043738059653,318,Dry
2015-11-13 05:00:00,1,11,20151113051,Foggy,7.692592199142927,269,Wet
2015-11-13 06:00:00,1,13,20151113061,Sunny,1.331435976553344,261,Dry
2015-11-13 07:00:00,1,15,20151113071,Sunny,12.749912124282758,60,Dry
2015-11-13 08:00:00,1,17,20151113081,Windy,4.242538910680581,102,Dry
2015-11-13 09:00:00,1,18,20151113091,Sunny,9.04132887888794,68,Dry
2015-11-13 10:00:00,1,24,20151113101,Cloudy,5.507508468095647,97,Dry
2015-11-13 11:00:00,1,41,20151113111,Sunny,13.220527646445332,144,Dry
2015-11-13 12:00:00,1,29,20151113121,Snowy,3.050563750012817,266,Snowy/Icy
2015-11-13 13:00:00,1,25,20151113131,Foggy,13.550897778251771,7,Wet
2015-11-13 14:00:00,1,25,20151113141,Rainy,8.742521183624929,187,Wet
2015-11-13 15:00:00,1,26,20151113151,Cloudy,6.574588875296759,46,Dry
2015-11-13 16:00:00,1,25,20151113161,Snowy,12.3831875179761,98,Snowy/Icy
2015-11-13 17:00:00,1,24,20151113171,Windy,6.999579492238545,294,Dry
2015-11-13 18:00:00,1,26,20151113181,Windy,14.275052798721784,329,Dry
2015-11-13 19:00:00,1,24,20151113191,Sunny,1.158389773414998,108,Dry
2015-11-13 20:00:00,1,28,20151113201,Windy,9.220920234147853,221,Dry
2015-11-13 21:00:00,1,22,20151113211,Cloudy,1.7030806608089877,360,Dry
2015-11-13 22:00:00,1,23,20151113221,Foggy,7.946922485192394,240,Wet
2015-11-13 23:00:00,1,18,20151113231,Windy,6.815949535206661,2,Dry
2015-11-14 00:00:00,1,21,20151114001,Cloudy,14.239834512921986,313,Dry
2015-11-14 01:00:00,1,20,20151114011,Foggy,9.546856342135897,100,Wet
2015-11-14 02:00:00,1,15,20151114021,Sunny,10.139567355194217,62,Dry
2015-11-14 03:00:00,1,13,20151114031,Cloudy,13.479489101575346,111,Dry
2015-11-14 04:00:00,1,10,20151114041,Cloudy,1.5128807710924312,196,Dry
2015-11-14 05:00:00,1,10,20151114051,Sunny,3.9594381032111343,195,Dry
2015-11-14 06:00:00,1,12,20151114061,Foggy,13.106735693292933,29,Wet
2015-11-14 07:00:00,1,9,20151114071,Rainy,6.699349366451816,210,Wet
2015-11-14 08:00:00,1,11,20151114081,Snowy,7.737042028814935,65,Snowy/Icy
2015-11-14 09:00:00,1,15,20151114091,Cloudy,7.656288964059192,183,Dry
2015-11-14 10:00:00,1,16,20151114101,Sunny,9.226729383427768,180,Dry
2015-11-14 11:00:00,1,16,20151114111,Sunny,4.042510347571008,180,Dry
2015-11-14 12:00:00,1,12,20151114121,Snowy,5.586142465965525,314,Snowy/Icy
2015-11-14 13:00:00,1,11,20151114131,Snowy,14.149472126199097,102,Snowy/Icy
2015-11-14 14:00:00,1,14,20151114141,Cloudy,9.489999460726828,307,Dry
2015-11-14 15:00:00,1,16,20151114151,Cloudy,2.4267904196304304,134,Dry
2015-11-14 16:00:00,1,18,20151114161,Rainy,9.66740114485482,202,Wet
2015-11-14 17:00:00,1,13,20151114171,Rainy,12.825749882983525,220,Wet
2015-11-14 18:00:00,1,17,20151114181,Cloudy,9.156723127854905,41,Dry
