DateTime,Junction,Vehicles,ID,Temperature,Precipitation,Humidity
02-11-2015 20:00,1,29,20151102201,27.68,27.08,52.16
02-11-2015 21:00,1,32,20151102211,34.7,29.23,82.67
02-11-2015 22:00,1,30,20151102221,22.4,38.47,12.61
02-11-2015 23:00,1,27,20151102231,-6.24,22.53,99.22
03-11-2015 00:00,1,21,20151103001,18.53,8.75,17.12
03-11-2015 01:00,1,18,20151103011,-4.79,2.55,63.15
03-11-2015 02:00,1,19,20151103021,-9.89,40.11,43.12
03-11-2015 03:00,1,13,20151103031,30.29,5.82,37.27
03-11-2015 04:00,1,11,20151103041,5.01,24.3,89.43
03-11-2015 05:00,1,11,20151103051,15.91,1.78,41.96
03-11-2015 06:00,1,11,20151103061,24.47,28.14,75.79
03-11-2015 07:00,1,14,20151103071,-1.05,35.31,71.86
03-11-2015 08:00,1,15,20151103081,8.04,8.27,94.16
03-11-2015 09:00,1,29,20151103091,24.41,39.36,65.36
03-11-2015 10:00,1,33,20151103101,-8.83,39.84,4.82
03-11-2015 11:00,1,32,20151103111,16.92,47.22,49.03
03-11-2015 12:00,1,32,20151103121,5.37,39.14,46.69
03-11-2015 13:00,1,29,20151103131,7.48,30.22,30.3
03-11-2015 14:00,1,27,20151103141,21.8,34.47,81.54
03-11-2015 15:00,1,26,20151103151,5.84,36.54,2.18
03-11-2015 16:00,1,28,20151103161,30.38,3.73,15.94
03-11-2015 17:00,1,26,20151103171,-1.08,11.73,43.24
03-11-2015 18:00,1,25,20151103181,3.66,18.03,69.4
03-11-2015 19:00,1,29,20151103191,-0.36,42.38,58.52
03-11-2015 20:00,1,26,20151103201,4.31,24.4,23.59
03-11-2015 21:00,1,24,20151103211,27.87,1.54,16.38
03-11-2015 22:00,1,25,20151103221,27.32,33.08,97.96
03-11-2015 23:00,1,20,20151103231,14.88,5.36,96.92
04-11-2015 00:00,1,18,20151104001,-7.75,27.53,98.02
04-11-2015 01:00,1,18,20151104011,21.54,19.99,29.09
04-11-2015 02:00,1,13,20151104021,21.31,34.29,80.44
04-11-2015 03:00,1,13,20151104031,4.44,40.04,76.81
04-11-2015 04:00,1,10,20151104041,14.15,47.98,95.55
04-11-2015 05:00,1,12,20151104051,14.43,21.94,83.44
04-11-2015 06:00,1,13,20151104061,11.77,9.94,85.6
04-11-2015 07:00,1,11,20151104071,27.7,2.83,79.31
04-11-2015 08:00,1,13,20151104081,22.83,27.39,54.24
04-11-2015 09:00,1,22,20151104091,37.59,30.76,50.3
04-11-2015 10:00,1,26,20151104101,7.59,9.18,21.01
04-11-2015 11:00,1,27,20151104111,20.02,14.08,59.14
04-11-2015 12:00,1,31,20151104121,-3.08,43.87,67.81
04-11-2015 13:00,1,24,20151104131,39.03,49.2,77.62
04-11-2015 14:00,1,23,20151104141,-8.09,24.63,84.41
04-11-2015 15:00,1,26,20151104151,11.34,40.8,2.35
04-11-2015 16:00,1,26,20151104161,24.35,46.6,55.39
04-11-2015 17:00,1,24,20151104171,28.63,4.54,84.98
04-11-2015 18:00,1,23,20151104181,36.77,0.51,78.71
04-11-2015 19:00,1,25,20151104191,-4.38,5.46,38.2
04-11-2015 20:00,1,26,20151104201,22.23,33.81,61.72
04-11-2015 21:00,1,24,20151104211,31.63,44.58,76.68
04-11-2015 22:00,1,26,20151104221,-4.11,23.73,3.36
04-11-2015 23:00,1,24,20151104231,29.13,39.57,75.81
05-11-2015 00:00,1,19,20151105001,1.64,37.48,57.88
05-11-2015 01:00,1,20,20151105011,39.74,40.72,62.93
05-11-2015 02:00,1,18,20151105021,31.95,46.52,89.8
05-11-2015 03:00,1,13,20151105031,19.62,23.17,10.46
05-11-2015 04:00,1,13,20151105041,28.48,20.45,72.52
05-11-2015 05:00,1,9,20151105051,19.01,35.93,61.48
05-11-2015 06:00,1,12,20151105061,34.4,38.0,27.16
05-11-2015 07:00,1,12,20151105071,16.29,37.38,72.91
05-11-2015 08:00,1,15,20151105081,-2.84,9.9,5.77
05-11-2015 09:00,1,16,20151105091,4.05,48.65,30.27
05-11-2015 10:00,1,23,20151105101,-6.67,9.41,14.48
05-11-2015 11:00,1,24,20151105111,26.92,23.83,97.66
05-11-2015 12:00,1,25,20151105121,38.8,12.93,51.67
05-11-2015 13:00,1,24,20151105131,-9.31,45.79,74.7
05-11-2015 14:00,1,26,20151105141,21.79,14.45,87.78
05-11-2015 15:00,1,22,20151105151,21.99,5.65,14.38
05-11-2015 16:00,1,20,20151105161,25.64,3.98,69.98
05-11-2015 17:00,1,20,20151105171,25.23,42.08,28.13
05-11-2015 18:00,1,22,20151105181,28.16,28.51,83.78
05-11-2015 19:00,1,26,20151105191,29.84,11.99,39.77
05-11-2015 20:00,1,22,20151105201,11.85,34.32,29.09
05-11-2015 21:00,1,21,20151105211,15.66,32.62,35.53
05-11-2015 22:00,1,21,20151105221,34.91,31.13,39.61
05-11-2015 23:00,1,21,20151105231,24.44,30.17,80.4
06-11-2015 00:00,1,16,20151106001,13.45,43.49,21.61
06-11-2015 01:00,1,18,20151106011,4.11,3.76,47.45
06-11-2015 02:00,1,19,20151106021,-2.66,34.36,39.56
06-11-2015 03:00,1,14,20151106031,14.3,3.89,46.4
06-11-2015 04:00,1,12,20151106041,25.93,11.37,60.37
06-11-2015 05:00,1,13,20151106051,17.32,47.8,99.5
06-11-2015 06:00,1,14,20151106061,-9.73,45.74,60.87
06-11-2015 07:00,1,14,20151106071,10.02,33.75,2.2
06-11-2015 08:00,1,13,20151106081,-6.79,1.4,80.05
06-11-2015 09:00,1,20,20151106091,-5.11,29.8,0.38
06-11-2015 10:00,1,22,20151106101,9.35,35.17,54.09
06-11-2015 11:00,1,26,20151106111,-0.52,47.55,60.47
06-11-2015 12:00,1,26,20151106121,25.19,49.24,42.69
06-11-2015 13:00,1,21,20151106131,9.12,31.42,16.39
06-11-2015 14:00,1,23,20151106141,-8.57,37.38,78.14
06-11-2015 15:00,1,23,20151106151,8.74,16.66,4.76
06-11-2015 16:00,1,19,20151106161,33.55,32.68,30.65
06-11-2015 17:00,1,19,20151106171,24.3,34.38,30.78
06-11-2015 18:00,1,20,20151106181,-9.6,28.35,54.17
06-11-2015 19:00,1,24,20151106191,12.64,40.54,85.4
06-11-2015 20:00,1,18,20151106201,33.31,9.04,25.18
06-11-2015 21:00,1,19,20151106211,21.54,12.11,19.14
06-11-2015 22:00,1,16,20151106221,-3.4,47.76,29.67
06-11-2015 23:00,1,17,20151106231,-4.86,12.13,53.8
07-11-2015 00:00,1,16,20151107001,39.7,38.26,37.62
07-11-2015 01:00,1,16,20151107011,-4.45,35.4,34.48
07-11-2015 02:00,1,10,20151107021,30.05,46.96,9.94
07-11-2015 03:00,1,9,20151107031,28.81,41.31,95.54
07-11-2015 04:00,1,8,20151107041,31.49,18.58,54.95
07-11-2015 05:00,1,7,20151107051,8.55,10.89,91.72
07-11-2015 06:00,1,9,20151107061,-4.78,35.97,31.88
07-11-2015 07:00,1,8,20151107071,-3.33,13.46,16.27
07-11-2015 08:00,1,12,20151107081,25.91,26.31,31.51
07-11-2015 09:00,1,13,20151107091,30.9,17.17,19.96
07-11-2015 10:00,1,17,20151107101,-8.54,35.44,37.76
07-11-2015 11:00,1,14,20151107111,24.89,6.7,13.95
07-11-2015 12:00,1,14,20151107121,34.6,33.73,68.26
07-11-2015 13:00,1,14,20151107131,15.61,18.4,84.36
07-11-2015 14:00,1,14,20151107141,-8.62,2.06,88.95
07-11-2015 15:00,1,11,20151107151,25.77,47.6,14.09
07-11-2015 16:00,1,15,20151107161,14.25,0.34,55.51
07-11-2015 17:00,1,13,20151107171,29.52,27.93,18.23
07-11-2015 18:00,1,12,20151107181,-6.16,24.09,43.17
07-11-2015 19:00,1,17,20151107191,32.92,19.92,74.98
07-11-2015 20:00,1,18,20151107201,1.11,26.04,84.96
07-11-2015 21:00,1,17,20151107211,23.6,3.94,61.48
07-11-2015 22:00,1,16,20151107221,29.77,6.02,37.42
07-11-2015 23:00,1,15,20151107231,28.67,18.32,42.81
08-11-2015 00:00,1,13,20151108001,1.62,37.37,42.65
08-11-2015 01:00,1,16,20151108011,5.44,44.86,31.56
08-11-2015 02:00,1,11,20151108021,3.68,28.15,73.23
08-11-2015 03:00,1,8,20151108031,8.23,45.72,75.56
08-11-2015 04:00,1,10,20151108041,17.81,35.25,22.92
08-11-2015 05:00,1,10,20151108051,29.29,43.58,97.37
08-11-2015 06:00,1,10,20151108061,12.12,29.74,5.64
08-11-2015 07:00,1,9,20151108071,26.56,31.72,73.11
08-11-2015 08:00,1,11,20151108081,33.07,31.59,33.78
08-11-2015 09:00,1,12,20151108091,33.81,30.14,5.63
08-11-2015 10:00,1,18,20151108101,-2.12,38.73,30.54
08-11-2015 11:00,1,14,20151108111,-3.65,11.98,86.86
08-11-2015 12:00,1,17,20151108121,0.25,13.51,15.74
08-11-2015 13:00,1,14,20151108131,16.19,44.6,52.01
08-11-2015 14:00,1,14,20151108141,36.76,24.57,87.77
08-11-2015 15:00,1,14,20151108151,37.08,23.99,6.43
08-11-2015 16:00,1,12,20151108161,36.28,8.17,37.02
08-11-2015 17:00,1,14,20151108171,19.19,38.84,0.34
08-11-2015 18:00,1,18,20151108181,26.64,14.12,31.45
08-11-2015 19:00,1,13,20151108191,25.45,14.14,89.42
08-11-2015 20:00,1,16,20151108201,-6.96,32.44,0.69
08-11-2015 21:00,1,18,20151108211,24.39,45.62,8.97
08-11-2015 22:00,1,14,20151108221,14.14,46.24,37.08
08-11-2015 23:00,1,14,20151108231,26.22,22.67,9.17
09-11-2015 00:00,1,13,20151109001,5.29,39.2,48.89
09-11-2015 01:00,1,15,20151109011,3.43,47.58,68.69
09-11-2015 02:00,1,11,20151109021,-1.17,2.78,2.55
09-11-2015 03:00,1,10,20151109031,17.77,39.42,10.39
09-11-2015 04:00,1,9,20151109041,31.96,40.5,26.13
09-11-2015 05:00,1,8,20151109051,8.91,26.88,86.87
09-11-2015 06:00,1,8,20151109061,36.17,13.5,7.73
09-11-2015 07:00,1,10,20151109071,39.0,33.89,51.67
09-11-2015 08:00,1,11,20151109081,20.71,35.61,77.73
09-11-2015 09:00,1,17,20151109091,16.84,44.49,80.38
09-11-2015 10:00,1,19,20151109101,33.01,22.58,96.06
09-11-2015 11:00,1,22,20151109111,25.82,41.03,66.92
09-11-2015 12:00,1,23,20151109121,17.59,19.35,60.29
09-11-2015 13:00,1,23,20151109131,27.62,6.71,83.1
09-11-2015 14:00,1,24,20151109141,-0.2,1.33,94.73
09-11-2015 15:00,1,24,20151109151,-0.39,49.11,42.13
09-11-2015 16:00,1,19,20151109161,3.72,20.58,50.1
09-11-2015 17:00,1,19,20151109171,0.34,27.39,35.62
09-11-2015 18:00,1,20,20151109181,-4.45,25.21,1.67
09-11-2015 19:00,1,31,20151109191,12.09,26.95,63.89
09-11-2015 20:00,1,25,20151109201,-4.46,8.84,96.58
09-11-2015 21:00,1,35,20151109211,5.16,12.95,78.03
09-11-2015 22:00,1,21,20151109221,24.92,48.05,8.33
09-11-2015 23:00,1,24,20151109231,-4.79,3.73,93.56
10-11-2015 00:00,1,19,20151110001,29.42,8.63,61.16
10-11-2015 01:00,1,19,20151110011,-8.21,45.06,39.38
10-11-2015 02:00,1,18,20151110021,24.8,20.84,12.9
10-11-2015 03:00,1,17,20151110031,27.18,5.67,62.97
10-11-2015 04:00,1,12,20151110041,7.5,48.32,31.95
10-11-2015 05:00,1,10,20151110051,26.99,47.65,43.94
10-11-2015 06:00,1,14,20151110061,23.83,36.52,57.37
10-11-2015 07:00,1,15,20151110071,5.9,44.68,58.07
10-11-2015 08:00,1,14,20151110081,18.72,12.08,36.69
10-11-2015 09:00,1,34,20151110091,13.72,19.62,1.45
10-11-2015 10:00,1,40,20151110101,21.42,2.47,14.04
10-11-2015 11:00,1,38,20151110111,15.67,2.77,29.23
10-11-2015 12:00,1,36,20151110121,26.64,23.95,10.07
10-11-2015 13:00,1,27,20151110131,-0.96,46.18,78.69
10-11-2015 14:00,1,48,20151110141,1.66,6.94,49.75
10-11-2015 15:00,1,43,20151110151,37.29,42.81,16.88
10-11-2015 16:00,1,41,20151110161,-9.19,36.03,56.8
10-11-2015 17:00,1,35,20151110171,10.7,8.63,40.81
10-11-2015 18:00,1,40,20151110181,32.63,46.67,85.97
10-11-2015 19:00,1,40,20151110191,0.2,23.37,65.08
10-11-2015 20:00,1,40,20151110201,-3.51,41.49,56.78
10-11-2015 21:00,1,36,20151110211,8.24,29.0,62.36
10-11-2015 22:00,1,37,20151110221,2.17,24.07,71.14
10-11-2015 23:00,1,35,20151110231,7.41,22.74,14.4
11-11-2015 00:00,1,28,20151111001,-3.04,7.79,9.63
11-11-2015 01:00,1,25,20151111011,-0.13,15.11,51.02
11-11-2015 02:00,1,19,20151111021,14.51,31.93,38.74
11-11-2015 03:00,1,21,20151111031,13.36,38.24,86.41
11-11-2015 04:00,1,20,20151111041,31.08,44.12,45.31
11-11-2015 05:00,1,15,20151111051,36.74,49.16,46.02
11-11-2015 06:00,1,17,20151111061,-9.71,32.99,92.71
11-11-2015 07:00,1,14,20151111071,29.78,40.34,70.88
11-11-2015 08:00,1,19,20151111081,31.17,33.33,37.75
11-11-2015 09:00,1,22,20151111091,14.88,44.87,81.21
11-11-2015 10:00,1,30,20151111101,23.83,48.62,85.31
11-11-2015 11:00,1,26,20151111111,-0.79,21.92,62.32
11-11-2015 12:00,1,26,20151111121,-0.79,28.61,68.35
11-11-2015 13:00,1,23,20151111131,17.71,17.46,89.59
11-11-2015 14:00,1,23,20151111141,11.11,20.94,53.39
11-11-2015 15:00,1,24,20151111151,13.62,17.24,78.64
11-11-2015 16:00,1,22,20151111161,9.73,33.0,16.8
11-11-2015 17:00,1,24,20151111171,37.07,18.34,0.47
11-11-2015 18:00,1,26,20151111181,35.04,29.04,31.23
11-11-2015 19:00,1,27,20151111191,32.17,32.51,51.63
11-11-2015 20:00,1,22,20151111201,36.1,11.9,96.76
11-11-2015 21:00,1,23,20151111211,4.28,24.49,26.05
11-11-2015 22:00,1,22,20151111221,1.65,12.87,10.03
11-11-2015 23:00,1,22,20151111231,36.67,10.45,1.45
12-11-2015 00:00,1,22,20151112001,11.78,36.57,57.14
12-11-2015 01:00,1,17,20151112011,25.5,13.8,50.6
12-11-2015 02:00,1,15,20151112021,-2.1,0.92,41.36
12-11-2015 03:00,1,12,20151112031,2.67,28.38,78.59
12-11-2015 04:00,1,13,20151112041,7.52,24.7,39.28
12-11-2015 05:00,1,9,20151112051,6.38,27.0,53.69
12-11-2015 06:00,1,14,20151112061,38.04,48.8,27.12
12-11-2015 07:00,1,13,20151112071,12.75,46.14,81.49
12-11-2015 08:00,1,15,20151112081,12.83,39.67,70.28
12-11-2015 09:00,1,27,20151112091,29.56,32.45,46.87
12-11-2015 10:00,1,39,20151112101,10.73,47.7,48.02
12-11-2015 11:00,1,40,20151112111,5.05,3.54,18.55
12-11-2015 12:00,1,36,20151112121,-4.57,8.18,93.8
12-11-2015 13:00,1,34,20151112131,2.88,35.68,83.38
12-11-2015 14:00,1,33,20151112141,0.7,41.45,13.38
12-11-2015 15:00,1,28,20151112151,17.37,12.01,54.46
12-11-2015 16:00,1,30,20151112161,6.86,29.21,93.44
12-11-2015 17:00,1,26,20151112171,0.68,7.08,42.14
12-11-2015 18:00,1,30,20151112181,10.76,29.7,83.92
12-11-2015 19:00,1,35,20151112191,5.19,11.81,6.78
12-11-2015 20:00,1,38,20151112201,1.49,4.27,20.36
12-11-2015 21:00,1,34,20151112211,-2.89,30.07,43.24
12-11-2015 22:00,1,30,20151112221,-0.8,24.48,83.48
12-11-2015 23:00,1,27,20151112231,17.97,29.35,0.83
13-11-2015 00:00,1,24,20151113001,-7.25,20.3,47.14
13-11-2015 01:00,1,21,20151113011,-4.76,21.7,65.11
13-11-2015 02:00,1,16,20151113021,38.62,29.45,52.17
13-11-2015 03:00,1,16,20151113031,19.99,11.34,58.09
13-11-2015 04:00,1,13,20151113041,-8.27,6.93,49.01
13-11-2015 05:00,1,11,20151113051,12.72,22.56,5.58
13-11-2015 06:00,1,13,20151113061,7.46,45.55,95.29
13-11-2015 07:00,1,15,20151113071,7.19,47.19,5.82
13-11-2015 08:00,1,17,20151113081,-1.25,25.45,21.19
13-11-2015 09:00,1,18,20151113091,-2.24,39.76,89.4
13-11-2015 10:00,1,24,20151113101,-1.8,8.4,19.65
13-11-2015 11:00,1,41,20151113111,15.03,4.42,41.03
13-11-2015 12:00,1,29,20151113121,0.5,13.94,99.88
13-11-2015 13:00,1,25,20151113131,18.31,17.54,35.11
13-11-2015 14:00,1,25,20151113141,2.25,17.92,14.9
13-11-2015 15:00,1,26,20151113151,28.62,19.0,3.11
13-11-2015 16:00,1,25,20151113161,35.03,44.26,0.31
13-11-2015 17:00,1,24,20151113171,2.07,2.13,90.72
13-11-2015 18:00,1,26,20151113181,39.21,29.1,57.42
13-11-2015 19:00,1,24,20151113191,0.74,34.35,77.5
13-11-2015 20:00,1,28,20151113201,28.12,26.86,99.26
13-11-2015 21:00,1,22,20151113211,39.28,37.37,96.07
13-11-2015 22:00,1,23,20151113221,14.56,3.53,7.27
13-11-2015 23:00,1,18,20151113231,30.49,15.6,4.24
14-11-2015 00:00,1,21,20151114001,36.79,40.44,90.28
14-11-2015 01:00,1,20,20151114011,-2.38,47.92,45.55
14-11-2015 02:00,1,15,20151114021,20.16,9.86,34.9
14-11-2015 03:00,1,13,20151114031,-9.2,8.54,21.48
14-11-2015 04:00,1,10,20151114041,15.19,44.46,77.06
14-11-2015 05:00,1,10,20151114051,16.49,19.42,4.19
14-11-2015 06:00,1,12,20151114061,-5.14,29.17,4.48
14-11-2015 07:00,1,9,20151114071,19.33,42.19,80.71
14-11-2015 08:00,1,11,20151114081,23.65,21.36,29.08
14-11-2015 09:00,1,15,20151114091,-9.84,40.89,91.72
14-11-2015 10:00,1,16,20151114101,24.44,24.16,44.43
14-11-2015 11:00,1,16,20151114111,37.89,28.28,47.47
14-11-2015 12:00,1,12,20151114121,33.35,41.17,97.13
14-11-2015 13:00,1,11,20151114131,15.98,23.62,19.85
14-11-2015 14:00,1,14,20151114141,-7.44,29.91,78.22
14-11-2015 15:00,1,16,20151114151,0.44,4.31,16.2
14-11-2015 16:00,1,18,20151114161,-0.02,28.36,27.61
14-11-2015 17:00,1,13,20151114171,-1.62,43.2,93.07
14-11-2015 18:00,1,17,20151114181,-9.55,8.04,75.01
14-11-2015 19:00,1,15,20151114191,33.73,45.7,15.49
14-11-2015 20:00,1,19,20151114201,14.25,26.72,79.75
14-11-2015 21:00,1,15,20151114211,-7.93,46.09,8.77
14-11-2015 22:00,1,19,20151114221,26.58,31.31,10.27
14-11-2015 23:00,1,15,20151114231,11.42,3.77,14.59
15-11-2015 00:00,1,15,20151115001,-7.98,25.04,52.8
15-11-2015 01:00,1,13,20151115011,11.7,18.68,31.85
15-11-2015 02:00,1,14,20151115021,31.56,21.23,61.77
15-11-2015 03:00,1,10,20151115031,15.55,16.64,48.12
15-11-2015 04:00,1,8,20151115041,-2.88,1.51,61.48
15-11-2015 05:00,1,9,20151115051,24.86,31.59,28.1
15-11-2015 06:00,1,9,20151115061,9.41,35.4,16.5
15-11-2015 07:00,1,9,20151115071,-2.84,24.08,49.4
15-11-2015 08:00,1,9,20151115081,-8.18,37.37,32.68
15-11-2015 09:00,1,16,20151115091,16.56,40.44,99.47
15-11-2015 10:00,1,18,20151115101,11.09,15.06,19.2
15-11-2015 11:00,1,18,20151115111,31.41,4.97,55.76
15-11-2015 12:00,1,17,20151115121,-7.15,30.0,82.44
15-11-2015 13:00,1,18,20151115131,1.36,46.47,97.82
15-11-2015 14:00,1,14,20151115141,5.23,5.42,53.07
15-11-2015 15:00,1,15,20151115151,-0.04,7.33,53.15
15-11-2015 16:00,1,13,20151115161,14.5,46.88,15.21
15-11-2015 17:00,1,15,20151115171,1.43,31.59,47.64
15-11-2015 18:00,1,19,20151115181,-5.58,14.74,98.51
15-11-2015 19:00,1,18,20151115191,19.16,22.08,26.36
15-11-2015 20:00,1,21,20151115201,-0.92,26.77,84.13
15-11-2015 21:00,1,17,20151115211,8.69,13.17,58.04
15-11-2015 22:00,1,17,20151115221,10.27,29.99,69.16
15-11-2015 23:00,1,15,20151115231,-5.23,43.26,92.26
16-11-2015 00:00,1,17,20151116001,9.15,43.14,12.09
16-11-2015 01:00,1,14,20151116011,13.48,42.97,41.82
16-11-2015 02:00,1,13,20151116021,1.17,28.59,63.71
16-11-2015 03:00,1,15,20151116031,11.57,44.56,50.41
16-11-2015 04:00,1,12,20151116041,3.43,22.06,47.16
16-11-2015 05:00,1,12,20151116051,25.79,18.6,93.57
16-11-2015 06:00,1,13,20151116061,32.07,29.08,78.79
16-11-2015 07:00,1,14,20151116071,17.85,18.45,61.94
16-11-2015 08:00,1,13,20151116081,36.05,43.47,50.6
16-11-2015 09:00,1,16,20151116091,4.96,31.07,8.88
16-11-2015 10:00,1,26,20151116101,4.49,45.57,20.84
16-11-2015 11:00,1,21,20151116111,4.94,1.13,56.62
16-11-2015 12:00,1,26,20151116121,36.65,8.87,95.28
16-11-2015 13:00,1,24,20151116131,1.97,23.88,80.96
16-11-2015 14:00,1,26,20151116141,9.16,26.23,7.47
16-11-2015 15:00,1,22,20151116151,19.63,47.03,79.59
16-11-2015 16:00,1,24,20151116161,-1.83,49.72,95.12
16-11-2015 17:00,1,26,20151116171,8.4,39.18,14.81
16-11-2015 18:00,1,23,20151116181,-8.2,48.05,25.67
16-11-2015 19:00,1,29,20151116191,-4.79,29.27,12.66
16-11-2015 20:00,1,31,20151116201,3.63,28.87,51.49
16-11-2015 21:00,1,27,20151116211,12.64,15.7,86.35
16-11-2015 22:00,1,27,20151116221,22.09,10.5,17.47
16-11-2015 23:00,1,26,20151116231,-3.84,3.39,30.08
17-11-2015 00:00,1,23,20151117001,13.23,39.52,49.83
17-11-2015 01:00,1,21,20151117011,8.11,41.95,18.66
17-11-2015 02:00,1,19,20151117021,34.14,49.59,88.73
17-11-2015 03:00,1,16,20151117031,28.67,38.51,26.51
17-11-2015 04:00,1,11,20151117041,17.38,15.33,87.56
17-11-2015 05:00,1,11,20151117051,0.01,19.53,87.04
17-11-2015 06:00,1,15,20151117061,3.12,46.54,94.73
17-11-2015 07:00,1,12,20151117071,23.99,32.93,36.42
17-11-2015 08:00,1,12,20151117081,-8.03,26.61,11.84
17-11-2015 09:00,1,18,20151117091,12.68,3.31,98.29
17-11-2015 10:00,1,31,20151117101,-2.58,16.32,86.99
17-11-2015 11:00,1,42,20151117111,7.75,33.72,8.5
17-11-2015 12:00,1,37,20151117121,23.16,33.2,69.12
17-11-2015 13:00,1,30,20151117131,17.59,28.51,9.19
17-11-2015 14:00,1,33,20151117141,23.55,27.72,95.7
17-11-2015 15:00,1,28,20151117151,27.61,19.25,22.84
17-11-2015 16:00,1,29,20151117161,30.73,43.23,14.72
17-11-2015 17:00,1,28,20151117171,7.07,2.63,36.53
17-11-2015 18:00,1,28,20151117181,11.52,36.73,98.9
17-11-2015 19:00,1,31,20151117191,-0.42,41.95,69.48
17-11-2015 20:00,1,28,20151117201,33.3,9.5,43.4
17-11-2015 21:00,1,26,20151117211,1.39,47.26,77.35
17-11-2015 22:00,1,26,20151117221,6.18,17.45,31.09
17-11-2015 23:00,1,27,20151117231,11.15,23.05,23.61
18-11-2015 00:00,1,24,20151118001,2.45,9.95,59.0
18-11-2015 01:00,1,23,20151118011,14.08,31.96,32.42
18-11-2015 02:00,1,20,20151118021,-6.71,45.98,81.01
18-11-2015 03:00,1,19,20151118031,-6.28,1.2,17.12
18-11-2015 04:00,1,20,20151118041,-2.91,35.14,43.39
18-11-2015 05:00,1,16,20151118051,-9.39,11.25,12.68
18-11-2015 06:00,1,19,20151118061,-5.78,41.05,47.42
18-11-2015 07:00,1,16,20151118071,-0.43,29.73,6.1
18-11-2015 08:00,1,17,20151118081,23.39,31.93,58.51
18-11-2015 09:00,1,19,20151118091,-8.34,7.46,15.55
18-11-2015 10:00,1,30,20151118101,5.93,34.97,21.38
18-11-2015 11:00,1,44,20151118111,19.22,47.83,47.72
18-11-2015 12:00,1,35,20151118121,39.03,42.41,67.68
18-11-2015 13:00,1,34,20151118131,19.66,9.21,57.01
18-11-2015 14:00,1,31,20151118141,9.3,8.76,34.99
18-11-2015 15:00,1,31,20151118151,33.99,46.64,11.41
18-11-2015 16:00,1,28,20151118161,-9.59,2.09,21.19
18-11-2015 17:00,1,34,20151118171,-0.94,36.07,82.52
18-11-2015 18:00,1,37,20151118181,16.2,44.51,73.07
18-11-2015 19:00,1,37,20151118191,23.81,34.21,8.65
18-11-2015 20:00,1,34,20151118201,29.26,40.03,59.14
18-11-2015 21:00,1,31,20151118211,25.51,15.12,53.42
18-11-2015 22:00,1,29,20151118221,15.38,47.67,46.73
18-11-2015 23:00,1,28,20151118231,34.53,15.54,84.4
